Country,Commodity,Value,Measurement Unit,Annotation,Year
116,1002,0,Mt,,2000
116,1002,0,Mt,,2002
116,1002,0,Mt,_,2004
116,1002,0,Mt,_,2006
116,1002,0,Mt,_,2008
116,1004,500,Mt, ,1978
116,1004,200,Mt,_,1980
116,1004,200,Mt,_,1982
116,1004,0,Mt,F,1984
116,1004,0,Mt,F,1986
116,1004,0,Mt,_,1988
116,1004,2900,Mt,R,1990
116,1004,0,Mt,_,1992
116,1004,0,Mt,_,1994
116,1004,0,Mt,I,1996
116,1004,0,Mt,_,1998
116,1004,0,Mt,_,2000
116,1004,0,Mt,_,2002
116,1004,0,Mt,_,2004
116,1004,0,Mt,_,2006
116,1004,0,Mt,_,2008
116,100820,0,Mt, ,1978
116,100820,0,Mt,_,1980
116,100820,0,Mt,_,1982
116,100820,0,Mt,F,1984
116,100820,0,Mt,F,1986
116,100820,0,Mt,_,1988
116,100820,0,Mt,_,1990
116,100820,0,Mt,_,1992
116,100820,0,Mt,_,1994
116,100820,0,Mt,I,1996
116,100820,0,Mt,=,1998
116,100820,0,Mt,_,2000
116,100820,0,Mt,_,2002
116,100820,0,Mt,_,2004
116,100820,0,Mt,_,2006
116,100820,0,Mt,_,2008
116,1007,0,Mt, ,1978
116,1007,0,Mt,_,1980
116,1007,0,Mt,_,1982
116,1007,4000,Mt,R,1984
116,1007,45900,Mt,R,1986
116,1007,0,Mt,_,1988
116,1007,0,Mt,F,1990
116,1007,37900,Mt,R,1992
116,1007,34400,Mt,R,1994
116,1007,20000,Mt,I,1996
116,1007,20000,Mt,_,1998
116,1007,0,Mt,_,2000
116,1007,0,Mt,_,2002
116,1007,0,Mt,_,2004
116,1007,0,Mt,_,2006
116,1007,0,Mt,_,2008
116,100890,15100,Mt, ,1978
116,100890,0,Mt,_,1980
116,100890,0,Mt,_,1982
116,100890,0,Mt,_,1984
116,100890,0,Mt,_,1986
116,100890,0,Mt,_,1988
116,100890,0,Mt,_,1990
116,100890,0,Mt,_,1992
116,100890,0,Mt,_,1994
116,100890,0,Mt,I,1996
116,100890,0,Mt,_,1998
116,100890,400,Mt,_,2000
116,100890,0,Mt,_,2002
116,100890,0,Mt,_,2004
116,100890,0,Mt,_,2006
116,100890,0,Mt,_,2008
116,1001,1150000,Mt,F,1978
116,1001,1220300,Mt,R,1980
116,1001,1900000,Mt,*,1982
116,1001,1538100,Mt,R,1984
116,1001,1523000,Mt,*,1986
116,1001,3031000,Mt,*,1988
116,1001,3256000,Mt,*,1990
116,1001,1998000,Mt,*,1992
116,1001,2200000,Mt,R,1994
116,1001,3300000,Mt,_,1996
116,1001,2500000,Mt,_,1998
116,1001,5275000,Mt,_,2000
116,1001,4000000,Mt,_,2002
116,1001,3647000,Mt,_,2004
116,1001,2500000,Mt,_,2006
116,1001,3000000,Mt,F,2008
116,100630,0,Mt, ,1978
116,100630,0,Mt,,1980
116,100630,586600,Mt,,1982
116,100630,432000,Mt,,1984
116,100630,680000,Mt,*,1986
116,100630,730000,Mt,*,1988
116,100630,600000,Mt,F,1990
116,100630,474700,Mt,,1992
116,100630,808100,Mt,,1994
116,100630,700000,Mt,F,1996
116,100630,881500,Mt,G,1998
116,100630,850000,Mt,F,2000
116,100630,559700,Mt,G,2002
116,100630,943800,Mt,G,2004
116,100630,1100000,Mt,F,2006
116,100630,500000,Mt,F,2008
116,1003,332000,Mt,U,1978
116,1003,258000,Mt,_,1980
116,1003,440000,Mt,F,1982
116,1003,230000,Mt,R,1984
116,1003,388500,Mt,R,1986
116,1003,638800,Mt,R,1988
116,1003,593800,Mt,R,1990
116,1003,506000,Mt,R,1992
116,1003,37000,Mt,R,1994
116,1003,400000,Mt,_,1996
116,1003,260000,Mt,_,1998
116,1003,630000,Mt,_,2000
116,1003,600000,Mt,_,2002
116,1003,183000,Mt,_,2004
116,1003,110000,Mt,_,2006
116,1003,306000,Mt,_,2008
116,1005,371000,Mt, ,1978
116,1005,327000,Mt,R,1980
116,1005,235000,Mt,R,1982
116,1005,490200,Mt,R,1984
116,1005,903500,Mt,R,1986
116,1005,819000,Mt,R,1988
116,1005,704000,Mt,R,1990
116,1005,926000,Mt,_,1992
116,1005,950800,Mt,R,1994
116,1005,900000,Mt,_,1996
116,1005,860000,Mt,_,1998
116,1005,859000,Mt,_,2000
116,1005,700000,Mt,_,2002
116,1005,1087000,Mt,_,2004
116,1005,1157000,Mt,Q,2006
116,1005,823000,Mt,_,2008
116,1002,0,Mt, ,1978
116,1002,0,Mt,_,1980
116,1002,0,Mt,_,1982
116,1002,0,Mt,F,1984
116,1002,0,Mt,F,1986
116,1002,21000,Mt,R,1988
116,1002,100,Mt,R,1990
116,1002,0,Mt,_,1992
116,1002,0,Mt,_,1994
116,1002,0,Mt,_,1996
116,1002,0,Mt,_,1998
116,1002,0,Mt,_,2000
116,1002,0,Mt,_,2002
116,1002,0,Mt,_,2004
116,1002,0,Mt,_,2006
116,1002,0,Mt,_,2008
116,1004,200,Mt,R,1978
116,1004,0,Mt,_,1980
116,1004,0,Mt,_,1982
116,1004,0,Mt,F,1984
116,1004,0,Mt,F,1986
116,1004,0,Mt,R,1988
116,1004,0,Mt,_,1990
116,1004,0,Mt,_,1992
116,1004,0,Mt,_,1994
116,1004,0,Mt,I,1996
116,1004,0,Mt,_,1998
116,1004,0,Mt,_,2000
116,1004,0,Mt,_,2002
116,1004,0,Mt,_,2004
116,1004,0,Mt,_,2006
116,1004,0,Mt,_,2008
116,100820,0,Mt,,1978
116,100820,0,Mt,M,1980
116,100820,0,Mt,M,1982
116,100820,0,Mt,M,1984
116,100820,0,Mt,M,1986
116,100820,0,Mt,M,1988
116,100820,0,Mt,M,1990
116,100820,0,Mt,M,1992
116,100820,0,Mt,M,1994
116,100820,0,Mt,M,1996
116,100820,0,Mt,M,1998
116,100820,0,Mt,M,2000
116,100820,0,Mt,M,2002
116,100820,0,Mt,_,2004
116,100820,0,Mt,_,2006
116,100820,0,Mt,_,2008
116,1007,203800,Mt,U,1978
116,1007,38900,Mt,R,1980
116,1007,180000,Mt,F,1982
116,1007,28600,Mt,R,1984
116,1007,212400,Mt,R,1986
116,1007,14600,Mt,R,1988
116,1007,0,Mt,F,1990
116,1007,0,Mt,F,1992
116,1007,30000,Mt,R,1994
116,1007,30000,Mt,_,1996
116,1007,30000,Mt,_,1998
116,1007,30000,Mt,_,2000
116,1007,30000,Mt,_,2002
116,1007,30000,Mt,_,2004
116,1007,30000,Mt,_,2006
116,1007,30000,Mt,_,2008
116,100890,0,Mt,,1978
116,100890,0,Mt,M,1980
116,100890,0,Mt,M,1982
116,100890,0,Mt,M,1984
116,100890,0,Mt,M,1986
116,100890,0,Mt,M,1988
116,100890,0,Mt,M,1990
116,100890,0,Mt,M,1992
116,100890,0,Mt,M,1994
116,100890,0,Mt,M,1996
116,100890,0,Mt,M,1998
116,100890,0,Mt,M,2000
116,100890,0,Mt,M,2002
116,100890,0,Mt,_,2004
116,100890,0,Mt,_,2006
116,100890,0,Mt,_,2008
118,1001,1228000,Mt,*,1978
118,1001,2348300,Mt,R,1980
118,1001,1500000,Mt,F,1982
118,1001,1760800,Mt,R,1984
118,1001,1910500,Mt,R,1986
118,1001,3000000,Mt,F,1988
118,1001,2933800,Mt,R,1990
118,1001,1828600,Mt,R,1992
118,1001,2765400,Mt,R,1994
118,1001,2827400,Mt,R,1996
118,1001,3336800,Mt,R,1998
118,1001,3222000,Mt,_,2000
118,1001,125000,Mt,_,2002
118,1001,1856000,Mt,_,2004
118,1001,414000,Mt,_,2006
118,1001,933000,Mt,_,2008
118,100630,0,Mt, ,1978
118,100630,0,Mt, ,1980
118,100630,350000,Mt,F,1982
118,100630,370000,Mt,F,1984
118,100630,440000,Mt,F,1986
118,100630,520000,Mt,F,1988
118,100630,475000,Mt,*,1990
118,100630,500000,Mt,U,1992
118,100630,700000,Mt,F,1994
118,100630,600000,Mt,F,1996
118,100630,700000,Mt,F,1998
118,100630,400000,Mt,F,2000
118,100630,250000,Mt,F,2002
118,100630,450000,Mt,F,2004
118,100630,600000,Mt,F,2006
118,100630,200000,Mt,F,2008
118,1003,166400,Mt, ,1978
118,1003,329400,Mt,R,1980
118,1003,280000,Mt,F,1982
118,1003,200000,Mt,F,1984
118,1003,400000,Mt,F,1986
118,1003,400000,Mt,F,1988
118,1003,335000,Mt,R,1990
118,1003,0,Mt,R,1992
118,1003,0,Mt,R,1994
118,1003,354600,Mt,R,1996
118,1003,59800,Mt,R,1998
118,1003,545200,Mt,_,2000
118,1003,0,Mt,_,2002
118,1003,50000,Mt,_,2004
118,1003,0,Mt,_,2006
118,1003,0,Mt,_,2008
118,1005,106900,Mt,U,1978
118,1005,159200,Mt,R,1980
